Application:, Trigno Discover (2.0.1.3),,,,,,,,,,,,,,
Date/Time:, 01-10-2025 10:15:06,,,,,,,,,,,,,,
Collection Length (seconds):,2.997,,,,,,,,,,,,,,
 Hamstrings right (85641), Hamstrings right (85641),  Rectus Femoris right (85844),  Rectus Femoris right (85844),  Gastrocnemius left (85904),  Gastrocnemius left (85904), TibilaisÂ Anterior right (85650), TibilaisÂ Anterior right (85650),  Hamstrings left (85586),  Hamstrings left (85586), TibilaisÂ Anterior left (85605), TibilaisÂ Anterior left (85605),  Rectus Femoris left (85878),  Rectus Femoris left (85878),  Gastrocnemius right (85873),  Gastrocnemius right (85873)
0.041431,-0.026723051,0.041431,0.024107566,0.041431,-0.044624056,0.041431,-0.010754816,0.041431,-0.007255081,0.041431,-0.036811527,0.041431,-0.032542695,0.041431,-0.007027065
0.0418966,-0.022644872,0.0418966,0.024511791,0.0418966,-0.041389469,0.0418966,-0.02240922,0.0418966,-0.004125613,0.0418966,-0.029856585,0.0418966,-0.020468758,0.0418966,-0.008121501
0.0423621,-0.020432571,0.0423621,0.025310121,0.0423621,-0.042589854,0.0423621,-0.029977292,0.0423621,-0.002269697,0.0423621,-0.023346089,0.0423621,-0.013327808,0.0423621,-0.007270118
0.0428276,-0.019989609,0.0428276,0.026688,0.0428276,-0.052629852,0.0428276,-0.041505325,0.0428276,-0.0018463,0.0428276,-0.019328548,0.0428276,-0.007377436,0.0428276,-0.005507983
0.0432931,-0.020847119,0.0432931,0.026688,0.0432931,-0.057774916,0.0432931,-0.044077771,0.0432931,-0.0018463,0.0432931,-0.020757732,0.0432931,0.002340933,0.0432931,-0.003792961
0.0437586,-0.024123242,0.0437586,0.024908046,0.0437586,-0.053524512,0.0437586,-0.02944969,0.0437586,-0.005336092,0.0437586,-0.02473794,0.0437586,0.025622743,0.0437586,-0.002302115
0.0442241,-0.028770645,0.0442241,0.024079379,0.0442241,-0.054109559,0.0442241,-0.013672779,0.0442241,-0.01294581,0.0442241,-0.024817053,0.0442241,0.040535053,0.0442241,-0.005137026
0.0446897,-0.031451026,0.0446897,0.02458992,0.0446897,-0.063426904,0.0446897,-0.01418332,0.0446897,-0.017540684,0.0446897,-0.023540699,0.0446897,0.034408555,0.0446897,-0.006923921
0.0451552,-0.032419687,0.0451552,0.024978516,0.0451552,-0.080231413,0.0451552,-0.022705591,0.0451552,-0.019287694,0.0451552,-0.02103697,0.0451552,0.018649891,0.0451552,-0.00745405
0.0456207,-0.031645734,0.0456207,0.024227557,0.0456207,-0.082104917,0.0456207,-0.029740087,0.0456207,-0.01494674,0.0456207,-0.020416262,0.0456207,0.013960207,0.0456207,-0.004572818
0.0460862,-0.033588638,0.0460862,0.023341647,0.0460862,-0.089830619,0.0460862,-0.033881748,0.0460862,-0.009381074,0.0460862,-0.024502824,0.0460862,0.019649047,0.0460862,-0.002192647
0.0465517,-0.035910284,0.0465517,0.023132104,0.0465517,-0.112745503,0.0465517,-0.034632691,0.0465517,-0.006565032,0.0465517,-0.033842961,0.0465517,0.025018468,0.0465517,-0.002455609
0.0470172,-0.029958364,0.0470172,0.023583021,0.0470172,-0.111911589,0.0470172,-0.028930338,0.0470172,-0.00392281,0.0470172,-0.039236389,0.0470172,0.020769034,0.0470172,-0.002475861
0.0474828,-0.015143336,0.0474828,0.024031599,0.0474828,-0.085683311,0.0474828,-0.010969034,0.0474828,-0.003962961,0.0474828,-0.027943036,0.0474828,0.008202879,0.0474828,-0.002722093
0.0479483,-0.002010976,0.0479483,0.022903212,0.0479483,-0.096784116,0.0479483,0.021322356,0.0479483,-0.003740751,0.0479483,-0.015616355,0.0479483,-0.000826048,0.0479483,-0.003274391
0.0484138,-0.003961248,0.0484138,0.020326516,0.0484138,-0.094633304,0.0484138,0.046030402,0.0484138,-0.000215367,0.0484138,-0.014532903,0.0484138,-0.004694237,0.0484138,-0.004039565
0.0488793,-0.017833855,0.0488793,0.019731324,0.0488793,-0.018099669,0.0488793,0.057793189,0.0488793,-0.000177784,0.0488793,-0.021607672,0.0488793,-0.006233535,0.0488793,-0.004982414
0.0493448,-0.028193452,0.0493448,0.019111007,0.0493448,0.053305121,0.0493448,0.021031035,0.0493448,-0.002457468,0.0493448,-0.028959038,0.0493448,-0.006706002,0.0493448,-0.005140319
0.0498103,-0.02833132,0.0498103,0.022306311,0.0498103,0.06230728,0.0498103,-0.032655232,0.0498103,-0.001531708,0.0498103,-0.036520741,0.0498103,-0.010310919,0.0498103,-0.005510856
0.0502759,-0.024886377,0.0502759,0.02137487,0.0502759,0.043606082,0.0502759,-0.060235787,0.0502759,-0.0015106,0.0502759,-0.035167461,0.0502759,-0.014193438,0.0502759,-0.004273501
0.0507414,-0.024980034,0.0507414,0.020704433,0.0507414,0.063595933,0.0507414,-0.057649129,0.0507414,-0.003348002,0.0507414,-0.030333924,0.0507414,-0.016884869,0.0507414,-0.002971265
0.0512069,-0.027036387,0.0512069,0.019630317,0.0512069,0.100890087,0.0512069,-0.032127255,0.0512069,-0.00867105,0.0512069,-0.029012525,0.0512069,-0.01700124,0.0512069,-0.004380779
0.0516724,-0.029315781,0.0516724,0.020547652,0.0516724,0.095881929,0.0516724,-0.017239576,0.0516724,-0.010504547,0.0516724,-0.031741291,0.0516724,-0.016570399,0.0516724,-0.007195262
0.0521379,-0.030888259,0.0521379,0.019432797,0.0521379,0.087399707,0.0521379,-0.011244296,0.0521379,-0.014117819,0.0521379,-0.033654176,0.0521379,-0.014121027,0.0521379,-0.00847838
0.0526034,-0.030698024,0.0526034,0.021969924,0.0526034,0.093855264,0.0526034,-0.010335272,0.0526034,-0.017525431,0.0526034,-0.030730182,0.0526034,-0.010988297,0.0526034,-0.008210818
0.053069,-0.02450404,0.053069,0.023448602,0.053069,0.07855154,0.053069,-0.009968531,0.053069,-0.021443039,0.053069,-0.02620435,0.053069,-0.008931077,0.053069,-0.006070994
0.0535345,-0.018986357,0.0535345,0.023103976,0.0535345,0.036185462,0.0535345,-0.009919081,0.0535345,-0.022433144,0.0535345,-0.024792155,0.0535345,-0.007140131,0.0535345,-0.004964901
0.054,-0.01893056,0.054,0.022459183,0.054,-0.004381149,0.054,-0.013210634,0.054,-0.023221684,0.054,-0.028337802,0.054,-0.001385806,0.054,-0.004269081
0.0544655,-0.02349809,0.0544655,0.023015816,0.0544655,-0.023479194,0.0544655,-0.017031599,0.0544655,-0.024930701,0.0544655,-0.034466584,0.0544655,0.006825126,0.0544655,-0.003003215
0.054931,-0.026507963,0.054931,0.023331,0.054931,-0.024807694,0.054931,-0.017679889,0.054931,-0.026172911,0.054931,-0.031410878,0.054931,0.014287661,0.054931,-0.004128936
0.0553966,-0.027820202,0.0553966,0.020621611,0.0553966,-0.018239922,0.0553966,-0.017617235,0.0553966,-0.024600262,0.0553966,-0.022907917,0.0553966,0.024499035,0.0553966,-0.005687055
0.0558621,-0.0296667,0.0558621,0.0174163,0.0558621,-0.011149823,0.0558621,-0.018583374,0.0558621,-0.02371995,0.0558621,-0.016483746,0.0558621,0.034729051,0.0558621,-0.004380073
0.0563276,-0.030316737,0.0563276,0.015466189,0.0563276,-0.005443268,0.0563276,-0.020757329,0.0563276,-0.02184448,0.0563276,-0.011421905,0.0563276,0.032954471,0.0563276,-0.002541789
0.0567931,-0.03125663,0.0567931,0.015041528,0.0567931,-0.001802686,0.0567931,-0.022922029,0.0567931,-0.01959336,0.0567931,-0.004070106,0.0567931,0.010016246,0.0567931,-0.0001678
0.0572586,-0.038065052,0.0572586,0.015200803,0.0572586,-0.005641133,0.0572586,-0.020742668,0.0572586,-0.015908952,0.0572586,-0.008523552,0.0572586,-0.013438509,0.0572586,0.000154738
0.0577241,-0.04820582,0.0577241,0.014862254,0.0577241,-0.019874726,0.0577241,-0.022321182,0.0577241,-0.009676866,0.0577241,-0.020917764,0.0577241,-0.025790379,0.0577241,-0.000812591
0.0581897,-0.057002199,0.0581897,0.014923423,0.0581897,-0.031146761,0.0581897,-0.018737542,0.0581897,-0.004148872,0.0581897,-0.035434974,0.0581897,-0.032121706,0.0581897,-0.003410971
0.0586552,-0.058728976,0.0586552,0.015932032,0.0586552,-0.030398924,0.0586552,-0.016313291,0.0586552,0.00243114,0.0586552,-0.047015257,0.0586552,-0.043157035,0.0586552,-0.005180521
0.0591207,-0.052090352,0.0591207,0.01658104,0.0591207,-0.01924861,0.0591207,-0.014519619,0.0591207,0.009826687,0.0591207,-0.053410823,0.0591207,-0.056270278,0.0591207,-0.004622049
0.0595862,-0.044395794,0.0595862,0.0160296,0.0595862,-0.015483953,0.0595862,-0.015148449,0.0595862,0.015106696,0.0595862,-0.052998351,0.0595862,-0.062020596,0.0595862,-0.00423815
0.0600517,-0.032294671,0.0600517,0.0159457,0.0600517,-0.020199941,0.0600517,-0.018365624,0.0600517,0.017252822,0.0600517,-0.043773255,0.0600517,-0.068717971,0.0600517,-0.006310629
